Archivo,Elemento,Ecut,KPoints,Pseudopotencial
Mg_ecut85_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,85,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,85,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut85_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,85,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut85_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,85,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,90,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,90,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut90_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,90,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut90_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,90,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,95,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,95,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut95_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,95,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut95_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,95,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,1 1 1,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,1 1 1,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,1 1 1,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,1 1 1,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k222_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,2 2 2,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k222_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,2 2 2,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k222_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,2 2 2,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k222_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,2 2 2,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k333_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,3 3 3,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k333_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,3 3 3,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k333_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,3 3 3,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k333_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,3 3 3,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k444_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,4 4 4,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k444_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,4 4 4,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k444_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,4 4 4,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k444_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,4 4 4,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k555_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,5 5 5,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k555_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,5 5 5,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k555_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,5 5 5,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k555_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,5 5 5,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k666_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,6 6 6,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k666_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,6 6 6,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k666_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,6 6 6,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k666_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,6 6 6,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k777_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,7 7 7,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k777_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,7 7 7,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k777_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,7 7 7,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k777_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,7 7 7,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k888_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,8 8 8,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k888_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,8 8 8,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k888_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,8 8 8,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k888_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,8 8 8,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k999_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,9 9 9,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k999_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,9 9 9,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k999_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,9 9 9,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k999_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,9 9 9,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k101010_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,10 10 10,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k101010_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,10 10 10,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k101010_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,10 10 10,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k101010_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,10 10 10,Mg.pbe-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k111111_Mg.pbesol-spnl-kjpaw_psl.1.0.0.in,Mg,100,11 11 11,Mg.pbesol-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k111111_Mg.pbesol-spnl-rrkjus_psl.1.0.0.in,Mg,100,11 11 11,Mg.pbesol-spnl-rrkjus_psl.1.0.0
Mg_ecut100_k111111_Mg.pbe-spnl-kjpaw_psl.1.0.0.in,Mg,100,11 11 11,Mg.pbe-spnl-kjpaw_psl.1.0.0
Mg_ecut100_k111111_Mg.pbe-spnl-rrkjus_psl.1.0.0.in,Mg,100,11 11 11,Mg.pbe-spnl-rrkjus_psl.1.0.0
